Term,Session,Acad Group,Class Nbr,Subject,Catalog Nbr,Section,Course Title,Component,Codes,M,T,W,TH,F,S,SU,Start Date,End Date,Time,Location,Instructor,Total,Seats Remaining,Has WL,Units,
"Summer 2025","Regular Academic Session","Engineering","71676","Aerospace Engineering (AEROSP) Open Sections"," 995","022","Diss-Cand","IND","  R","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Roe","  25","  25","N","4.00",
"Summer 2025","Regular Academic Session","Engineering","71798","Aerospace Engineering (AEROSP) Open Sections"," 995","036","Diss-Cand","IND","  R","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Driscoll","  25","  25","N","4.00",
"Summer 2025","Regular Academic Session","Engineering","72714","Aerospace Engineering (AEROSP) Open Sections"," 995","060","Diss-Cand","IND","  R","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Atkins","  25","  25","N","4.00",
"Summer 2025","Regular Academic Session","Engineering","72820","Biomedical Engineering (BIOMEDE) Open Sections"," 490","040","Directed Research","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Carson","  25","  25","N","1.00-4.00",
"Summer 2025","Regular Academic Session","Engineering","72708","Biomedical Engineering (BIOMEDE) Open Sections"," 490","133","Directed Research","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Cook","  25","  25","N","1.00-4.00",
"Summer 2025","Regular Academic Session","Engineering","72308","Biomedical Engineering (BIOMEDE) Open Sections"," 490","134","Directed Research","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Mayer","  25","  25","N","1.00-4.00",
"Summer 2025","Regular Academic Session","Engineering","72309","Biomedical Engineering (BIOMEDE) Open Sections"," 490","201","Directed Research","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","","  25","  25","N","1.00-4.00",
"Summer 2025","Regular Academic Session","Engineering","73095","Biomedical Engineering (BIOMEDE) Open Sections"," 490","224","Directed Research","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Figueroa","  25","  25","N","1.00-4.00",
"Summer 2025","Regular Academic Session","Engineering","72914","Biomedical Engineering (BIOMEDE) Open Sections"," 490","225","Directed Research","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Shea","  25","  25","N","1.00-4.00",
"Summer 2025","Regular Academic Session","Engineering","73112","Biomedical Engineering (BIOMEDE) Open Sections"," 490","231","Directed Research","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Baker","  25","  25","N","1.00-4.00",
"Summer 2025","Regular Academic Session","Engineering","73567","Biomedical Engineering (BIOMEDE) Open Sections"," 490","233","Directed Research","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Krishnan","  25","  25","N","1.00-4.00",
"Summer 2025","Regular Academic Session","Engineering","73297","Biomedical Engineering (BIOMEDE) Open Sections"," 490","262","Directed Research","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Fabiilli","  25","  25","N","1.00-4.00",
"Summer 2025","Regular Academic Session","Engineering","71803","Biomedical Engineering (BIOMEDE) Open Sections"," 590","010","Directed Research","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Kipke","  25","  25","N","1.00-16.00",
"Summer 2025","Regular Academic Session","Engineering","71791","Biomedical Engineering (BIOMEDE) Open Sections"," 590","034","Directed Research","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","ElSayed","  25","  25","N","1.00-16.00",
"Summer 2025","Regular Academic Session","Engineering","72367","Biomedical Engineering (BIOMEDE) Open Sections"," 590","049","Directed Research","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Xu","  25","  25","N","1.00-16.00",
"Summer 2025","Regular Academic Session","Engineering","72312","Biomedical Engineering (BIOMEDE) Open Sections"," 590","076","Directed Research","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Kuo","  25","  25","N","1.00-16.00",
"Summer 2025","Regular Academic Session","Engineering","71502","Biomedical Engineering (BIOMEDE) Open Sections"," 590","100","Directed Research","IND"," D ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Hughes","  25","  25","N","1.00-16.00",
"Summer 2025","Regular Academic Session","Engineering","72784","Biomedical Engineering (BIOMEDE) Open Sections"," 590","105","Directed Research","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Takayama","  25","  25","N","1.00-16.00",
"Summer 2025","Regular Academic Session","Engineering","72778","Biomedical Engineering (BIOMEDE) Open Sections"," 590","133","Directed Research","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Cook","  25","  25","N","1.00-16.00",
"Summer 2025","Regular Academic Session","Engineering","71792","Biomedical Engineering (BIOMEDE) Open Sections"," 590","149","Directed Research","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Barald","  25","  25","N","1.00-16.00",
"Summer 2025","Regular Academic Session","Engineering","72368","Biomedical Engineering (BIOMEDE) Open Sections"," 590","160","Directed Research","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Stegemann","  25","  25","N","1.00-16.00",
"Summer 2025","Regular Academic Session","Engineering","71598","Biomedical Engineering (BIOMEDE) Open Sections"," 990","099","Diss-Precand","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Dennis","  25","  25","N","1.00-8.00",
"Summer 2025","Regular Academic Session","Engineering","71556","Biomedical Engineering (BIOMEDE) Open Sections"," 995","015","Diss-Cand","IND","  R","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Sieving","  25","  25","N","4.00",
"Summer 2025","Regular Academic Session","Engineering","71545","Biomedical Engineering (BIOMEDE) Open Sections"," 995","018","Diss-Cand","IND","  R","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Faulkner","  25","  25","N","4.00",
"Summer 2025","Regular Academic Session","Engineering","71618","Biomedical Engineering (BIOMEDE) Open Sections"," 995","065","Diss-Cand","IND","  R","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","O'Donnell","  25","  25","N","4.00",
"Summer 2025","Regular Academic Session","Engineering","71488","Biomedical Engineering (BIOMEDE) Open Sections"," 995","077","Diss-Cand","IND"," DR","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Mooney","  25","  25","N","4.00",
"Summer 2025","Regular Academic Session","Engineering","72413","Biomedical Engineering (BIOMEDE) Open Sections"," 995","079","Diss-Cand","IND","  R","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Hollister","  25","  25","N","4.00",
"Summer 2025","Regular Academic Session","Engineering","71757","Biomedical Engineering (BIOMEDE) Open Sections"," 995","129","Diss-Cand","IND","  R","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Yagle","  25","  25","N","4.00",
"Summer 2025","Regular Academic Session","Engineering","73203","Biomedical Engineering (BIOMEDE) Open Sections"," 995","144","Diss-Cand","IND","  R","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Kotov","  25","  25","N","4.00",
"Summer 2025","Regular Academic Session","Engineering","73200","Biomedical Engineering (BIOMEDE) Open Sections"," 995","177","Diss-Cand","IND","  R","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Cao","  25","  25","N","4.00",
"Summer 2025","Regular Academic Session","Engineering","73278","Biomedical Engineering (BIOMEDE) Open Sections"," 995","193","Diss-Cand","IND","  R","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Coleman","  25","  25","N","4.00",
"Summer 2025","Regular Academic Session","Engineering","73296","Biomedical Engineering (BIOMEDE) Open Sections"," 995","194","Diss-Cand","IND","  R","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Shikanov","  25","  25","N","4.00",
"Summer 2025","Regular Academic Session","Engineering","73279","Biomedical Engineering (BIOMEDE) Open Sections"," 995","197","Diss-Cand","IND","  R","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Balter","  25","  25","N","4.00",
"Summer 2025","Regular Academic Session","Engineering","72885","Climate and Meteorology (CLIMATE) Open Sections"," 499","026","Directed Study","IND"," I ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Moldwin","  25","  25","N","1.00-16.00",
"Summer 2025","Regular Academic Session","Engineering","72588","Climate and Meteorology (CLIMATE) Open Sections"," 701","091","Special Problems","IND"," I ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Ridley","  25","  25","N","1.00-16.00",
"Summer 2025","Regular Academic Session","Engineering","71822","Climate and Meteorology (CLIMATE) Open Sections"," 701","092","Special Problems","IND"," I ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Poulsen","  25","  25","N","1.00-16.00",
"Summer 2025","Regular Academic Session","Engineering","71808","Climate and Meteorology (CLIMATE) Open Sections"," 990","085","Diss-Precand","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Ruf","  25","  25","N","1.00-8.00",
"Summer 2025","Regular Academic Session","Engineering","72877","Climate and Meteorology (CLIMATE) Open Sections"," 995","091","Diss-Cand","IND","  R","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Ridley","  25","  25","N","4.00",
"Summer 2025","Regular Academic Session","Engineering","72929","Chemical Engineering (CHE) Open Sections"," 290","006","Res&Spec Problems","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Shtein","  25","  25","N","1.00-4.00",
"Summer 2025","Regular Academic Session","Engineering","71584","Chemical Engineering (CHE) Open Sections"," 290","008","Res&Spec Problems","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Glotzer","  25","  25","N","1.00-4.00",
"Summer 2025","Regular Academic Session","Engineering","72613","Chemical Engineering (CHE) Open Sections"," 290","011","Res&Spec Problems","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Nagrath","  25","  25","N","1.00-4.00",
"Summer 2025","Regular Academic Session","Engineering","73228","Chemical Engineering (CHE) Open Sections"," 290","013","Res&Spec Problems","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Min","  25","  25","N","1.00-4.00",
"Summer 2025","Regular Academic Session","Engineering","71739","Chemical Engineering (CHE) Open Sections"," 290","014","Res&Spec Problems","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Kotov","  25","  25","N","1.00-4.00",
"Summer 2025","Regular Academic Session","Engineering","71740","Chemical Engineering (CHE) Open Sections"," 290","015","Res&Spec Problems","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Lahann","  25","  25","N","1.00-4.00",
"Summer 2025","Regular Academic Session","Engineering","72927","Chemical Engineering (CHE) Open Sections"," 290","017","Res&Spec Problems","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Kushner","  25","  25","N","1.00-4.00",
"Summer 2025","Regular Academic Session","Engineering","73020","Chemical Engineering (CHE) Open Sections"," 290","018","Res&Spec Problems","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Tadd","  25","  25","N","1.00-4.00",
"Summer 2025","Regular Academic Session","Engineering","72790","Chemical Engineering (CHE) Open Sections"," 290","019","Res&Spec Problems","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Wen","  25","  25","N","1.00-4.00",
"Summer 2025","Regular Academic Session","Engineering","72930","Chemical Engineering (CHE) Open Sections"," 290","021","Res&Spec Problems","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Shea","  25","  25","N","1.00-4.00",
"Summer 2025","Regular Academic Session","Engineering","73144","Chemical Engineering (CHE) Open Sections"," 290","022","Res&Spec Problems","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Allman","  25","  25","N","1.00-4.00",
"Summer 2025","Regular Academic Session","Engineering","73293","Chemical Engineering (CHE) Open Sections"," 290","023","Res&Spec Problems","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Moon","  25","  25","N","1.00-4.00",
"Summer 2025","Regular Academic Session","Engineering","73325","Chemical Engineering (CHE) Open Sections"," 290","024","Res&Spec Problems","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Lesher-Perez","  25","  25","N","1.00-4.00",
"Summer 2025","Regular Academic Session","Engineering","73327","Chemical Engineering (CHE) Open Sections"," 290","025","Res&Spec Problems","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Liu","  25","  25","N","1.00-4.00",
"Summer 2025","Regular Academic Session","Engineering","73326","Chemical Engineering (CHE) Open Sections"," 290","026","Res&Spec Problems","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Lindsey","  25","  25","N","1.00-4.00",
"Summer 2025","Regular Academic Session","Engineering","73328","Chemical Engineering (CHE) Open Sections"," 290","027","Res&Spec Problems","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Nikolla","  25","  25","N","1.00-4.00",
"Summer 2025","Regular Academic Session","Engineering","71585","Chemical Engineering (CHE) Open Sections"," 290","032","Res&Spec Problems","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Ziff","  25","  25","N","1.00-4.00",
"Summer 2025","Regular Academic Session","Engineering","73124","Chemical Engineering (CHE) Open Sections"," 290","033","Res&Spec Problems","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Antoniewicz","  25","  25","N","1.00-4.00",
"Summer 2025","Regular Academic Session","Engineering","72926","Chemical Engineering (CHE) Open Sections"," 290","035","Res&Spec Problems","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Lenert","  25","  25","N","1.00-4.00",
"Summer 2025","Regular Academic Session","Engineering","71586","Chemical Engineering (CHE) Open Sections"," 290","042","Res&Spec Problems","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Burns","  25","  25","N","1.00-4.00",
"Summer 2025","Regular Academic Session","Engineering","71587","Chemical Engineering (CHE) Open Sections"," 290","048","Res&Spec Problems","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Larson","  25","  25","N","1.00-4.00",
"Summer 2025","Regular Academic Session","Engineering","71588","Chemical Engineering (CHE) Open Sections"," 290","049","Res&Spec Problems","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Solomon","  25","  25","N","1.00-4.00",
"Summer 2025","Regular Academic Session","Engineering","73125","Chemical Engineering (CHE) Open Sections"," 290","051","Res&Spec Problems","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Kamcev","  25","  25","N","1.00-4.00",
"Summer 2025","Regular Academic Session","Engineering","71655","Chemical Engineering (CHE) Open Sections"," 290","056","Res&Spec Problems","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Kim","  25","  25","N","1.00-4.00",
"Summer 2025","Regular Academic Session","Engineering","71741","Chemical Engineering (CHE) Open Sections"," 290","057","Res&Spec Problems","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Linic","  25","  25","N","1.00-4.00",
"Summer 2025","Regular Academic Session","Engineering","71776","Chemical Engineering (CHE) Open Sections"," 290","060","Res&Spec Problems","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Lin","  25","  25","N","1.00-4.00",
"Summer 2025","Regular Academic Session","Engineering","72791","Chemical Engineering (CHE) Open Sections"," 290","062","Res&Spec Problems","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Thurber","  25","  25","N","1.00-4.00",
